position,name,ros_total,ros_mean,week_points
QB,Chad Henne,0.9600000000000001,0.24000000000000002,0.28
QB,Chase Daniel,2.16,0.30857142857142855,0.32
QB,Cody Kessler,126.4,12.64,11.98
QB,Colin Kaepernick,22.22,3.174285714285714,20.06
QB,Colt McCoy,1.06,0.35333333333333333,NA
QB,Dak Prescott,160.07999999999998,13.34,NA
QB,Dan Orlovsky,5.720000000000001,0.9533333333333334,0.32
QB,Derek Anderson,2.38,0.34,NA
QB,Derek Carr,135.94,13.594,15.36
QB,Drew Brees,201.26,18.296363636363637,12.42
QB,Drew Stanton,6.5,0.9285714285714286,0.32
QB,EJ Manuel,1.84,0.30666666666666664,0.38
QB,Eli Manning,161.88,16.188,9.92
QB,Geno Smith,19.3,2.4125,16.92
QB,Jacoby Brissett,0.0,0.0,NA
QB,Jameis Winston,213.56,19.414545454545454,23.3
QB,Jared Goff,1.56,0.195,0.46
QB,Jay Cutler,132.07999999999998,13.208,NA
QB,Jimmy Garoppolo,0.28,0.28,0.28
QB,Joe Flacco,137.22,13.722,13.22
QB,Kellen Clemens,3.48,0.696,NA
QB,Kirk Cousins,155.5,15.55,18.58
QB,Landry Jones,20.12,2.2355555555555555,16.66
QB,Luke McCown,1.4000000000000001,0.28,NA
QB,Marcus Mariota,160.9,14.627272727272727,16.4
QB,Mark Sanchez,2.18,0.36333333333333334,NA
QB,Matt Barkley,0.34,0.34,0.34
QB,Matt Cassel,4.82,0.6885714285714286,0.32
QB,Matt McGloin,2.36,0.33714285714285713,0.36
QB,Matt Moore,0.6799999999999999,0.33999999999999997,0.36
QB,Matt Ryan,162.8,16.28,17.68
QB,Matt Schaub,2.04,0.33999999999999997,0.36
QB,Matthew Stafford,180.14000000000001,18.014,21.3
QB,Mike Glennon,2.34,0.3342857142857143,0.28
QB,Nick Foles,8.16,0.9066666666666666,0.64
QB,Paxton Lynch,7.68,0.96,0.64
QB,Philip Rivers,157.36,14.305454545454545,13.84
QB,Russell Wilson,190.3,17.3,15.08
QB,Ryan Fitzpatrick,158.96,15.896,0.6
QB,Ryan Mallett,1.56,0.312,NA
QB,Ryan Nassib,1.82,0.364,NA
QB,Ryan Tannehill,149.7,14.969999999999999,12.54
QB,Sam Bradford,159.08,13.256666666666668,12.06
QB,Scott Tolzien,1.04,0.3466666666666667,NA
QB,Shaun Hill,1.48,0.296,NA
QB,Tom Brady,180.64,18.064,12.84
QB,Tom Savage,3.46,0.4325,NA
QB,Trevone Boykin,4.6,0.4181818181818182,0.36
QB,Trevor Siemian,159.36,14.487272727272728,12.48
QB,Tyrod Taylor,156.02,15.602,13.96
RB,Aaron Green,0.0,0.0,0.0
RB,Aaron Ripkowski,1.5,0.13636363636363638,0.4
RB,Adrian Peterson,0.0,0.0,0.0
RB,Akeem Hunt,0.0,0.0,0.0
RB,Alex Collins,1.6,0.14545454545454548,1.6
RB,Alfred Blue,35.6,3.56,1.7
RB,Alfred Morris,33.5,3.35,NA
RB,Ameer Abdullah,0.0,0.0,0.0
RB,Andre Ellington,22.1,2.21,1.6
RB,Andre Williams,0.0,0.0,0.0
RB,Andy Janovich,4.2,0.42000000000000004,0.4
RB,Anthony Sherman,1.8,0.16363636363636364,0.4
RB,Antone Smith,0.6,0.05454545454545454,0.6
RB,Antonio Andrews,15.1,1.51,0.6
RB,Arian Foster,89.1,8.91,3.4
RB,Benny Cunningham,24.8,2.48,1.3
RB,Bilal Powell,59.5,5.95,10.8
RB,Bishop Sankey,0.0,0.0,0.0
RB,Bobby Rainey,9.700000000000001,0.9700000000000001,8.4
RB,Branden Oliver,0.0,0.0,0.0
RB,Brandon Bolden,8.0,0.8,1.3
RB,Brandon Wilds,0.0,0.0,0.0
RB,C.J. Anderson,131.6,13.16,19.4
RB,C.J. Prosise,20.2,1.8363636363636364,0.0
RB,C.J. Spiller,2.3,0.20909090909090908,2.3
RB,Cameron Artis,33.699999999999996,3.37,NA
RB,Carlos Hyde,100.5,10.05,0.0
RB,Cedric Peerman,0.0,0.0,0.0
RB,Charcandrick West,36.6,3.327272727272727,2.0
RB,Charles Sims,0.0,0.0,0.0
RB,Chris Ivory,59.5,4.958333333333333,8.7
RB,Chris Johnson,0.0,0.0,0.0
RB,Chris Thompson,40.2,4.0200000000000005,4.0
RB,Christine Michael,54.2,4.516666666666667,8.6
RB,Corey Grant,5.6,0.509090909090909,0.0
RB,D.J. Foster,0.0,0.0,0.0
RB,Damien Williams,23.7,2.37,2.1
RB,Daniel Lasco,0.0,0.0,0.0
RB,Danny Woodhead,0.0,0.0,0.0
RB,Darius Jackson,0.0,0.0,NA
RB,Darren McFadden,0.0,0.0,0.0
RB,Darren Sproles,52.699999999999996,4.790909090909091,3.8
RB,Darrin Reaves,0.0,0.0,0.0
RB,Daryl Richardson,0.0,0.0,0.0
RB,David Johnson,146.3,14.63,17.0
RB,DeAndre Washington,38.0,3.8,7.6
RB,DeAngelo Williams,40.5,4.05,2.6
RB,DeMarco Murray,137.3,12.481818181818182,20.1
RB,Denard Robinson,23.3,2.118181818181818,0.8
RB,Derrick Henry,34.4,3.44,2.3
RB,Devon Johnson,0.0,0.0,0.0
RB,Devonta Freeman,150.6,15.06,16.1
RB,Devontae Booker,19.2,1.92,2.8
RB,Dexter McCluster,45.4,4.54,2.2
RB,Dion Lewis,0.0,0.0,0.0
RB,Don Jackson,0.0,0.0,0.0
RB,Doug Martin,5.4,0.4909090909090909,0.0
RB,Dri Archer,0.0,0.0,0.0
RB,DuJuan Harris,0.0,0.0,0.0
RB,Duke Johnson,47.1,4.71,5.1
RB,Dwayne Washington,35.3,3.5300000000000002,2.4
RB,Eddie Lacy,0.0,0.0,0.0
RB,Erik Lorig,0.0,0.0,0.0
RB,Ezekiel Elliott,130.0,11.818181818181818,NA
RB,Fitzgerald Toussaint,19.8,1.98,0.5
RB,Fozzy Whittaker,55.6,5.56,NA
RB,Frank Gore,97.3,9.73,7.4
RB,George Atkinson,19.099999999999998,1.7363636363636363,0.4
RB,Giovani Bernard,79.8,7.98,11.9
RB,Glenn Gronkowski,0.0,0.0,0.0
RB,Glenn Winston,0.0,0.0,0.0
RB,Isaiah Crowell,102.4,10.24,7.0
RB,Jacquizz Rodgers,48.400000000000006,4.4,21.1
RB,Jalen Richard,42.199999999999996,3.8363636363636364,3.3
RB,Jalston Fowler,3.0,0.3,0.1
RB,Jamaal Charles,148.5,11.423076923076923,10.7
RB,James Develin,1.8,0.18000000000000002,0.1
RB,James Starks,0.0,0.0,0.0
RB,James White,55.3,5.53,10.9
RB,Jamize Olawale,9.9,0.99,1.0
RB,Javorius Allen,31.8,3.1799999999999997,2.3
RB,Jay Ajayi,40.2,4.0200000000000005,11.9
RB,Jay Prosch,2.3,0.23,0.1
RB,Jeremy Hill,94.1,9.41,13.2
RB,Jeremy Langford,100.10000000000001,9.1,0.0
RB,Jerick McKinnon,118.60000000000001,9.883333333333333,7.4
RB,Jerome Felton,1.2000000000000002,0.12000000000000001,0.2
RB,John Crockett,0.0,0.0,0.0
RB,John Kuhn,5.3,0.4818181818181818,0.3
RB,Joique Bell,2.0,0.2,2.0
RB,Jonathan Grimes,0.0,0.0,0.0
RB,Jonathan Stewart,53.6,5.36,NA
RB,Jonathan Williams,0.0,0.0,0.0
RB,Jordan Howard,37.2,3.72,7.6
RB,Jordan Todman,0.3,0.03,0.3
RB,Josh Ferguson,31.8,3.18,1.7
RB,Josh RobinsonNWT   ,0.0,0.0,0.0
RB,Justin Forsett,54.4,5.44,2.0
RB,Juwan Thompson,0.0,0.0,0.0
RB,Ka'Deem Carey,20.2,2.02,0.9
RB,Kapri Bibbs,13.4,1.34,1.1
RB,Karlos Williams,0.0,0.0,0.0
RB,Keith Marshall,0.0,0.0,0.0
RB,Kelvin Taylor,0.0,0.0,0.0
RB,Kenjon Barner,27.1,2.463636363636364,1.5
RB,Kenneth Dixon,1.9,0.19,1.9
RB,Kenneth Farrow,21.2,2.12,1.0
RB,Kenyan Drake,21.0,2.1,1.2
RB,Kerwynn Williams,0.0,0.0,0.0
RB,Knile Davis,34.5,3.1363636363636362,19.7
RB,Kyle Juszczyk,32.5,3.25,2.4
RB,Lamar Miller,105.3,10.53,6.9
RB,Lance Dunbar,28.400000000000002,2.8400000000000003,NA
RB,Latavius Murray,84.6,8.46,3.5
RB,Le'Veon Bell,139.70000000000002,13.97,10.4
RB,LeGarrette Blount,107.9,10.79,12.6
RB,LeSean McCoy,99.7,9.97,9.7
RB,Lorenzo Taliaferro,0.0,0.0,0.0
RB,Mack Brown,0.0,0.0,0.0
RB,Malcolm Brown,19.8,1.98,0.8
RB,Malcolm Johnson,2.7,0.27,0.2
RB,Marcus Murphy,2.5,0.2272727272727273,0.1
RB,Mark Ingram,119.0,10.818181818181818,9.3
RB,Matt Asiata,26.4,2.4,8.5
RB,Matt Forte,127.2,12.72,6.4
RB,Matt Jones,104.5,10.45,13.6
RB,Melvin Gordon,105.9,10.59,20.7
RB,Michael Burton,3.3,0.33,0.3
RB,Mike Davis,26.5,2.65,8.1
RB,Mike Gillislee,29.8,2.98,2.5
RB,Mike James,0.0,0.0,0.0
RB,Mike Tolbert,18.4,1.84,NA
RB,Nikita Whitlock,0.0,0.0,0.0
RB,Orleans Darkwa,30.6,3.06,1.6
RB,Patrick DiMarco,4.2,0.42000000000000004,0.7
RB,Paul Perkins,0.0,0.0,0.0
RB,Peyton Barber,22.2,2.018181818181818,1.5
RB,Raheem Mostert,0.0,0.0,0.0
RB,Rajion Neal,0.0,0.0,0.0
RB,Rashad Jennings,135.3,13.53,8.4
RB,Reggie Bush,32.800000000000004,3.2800000000000002,1.5
RB,Rex Burkhead,5.0,0.5,0.6
RB,Rob Kelley,15.1,1.51,1.4
RB,Robert Turbin,24.8,2.48,2.0
RB,Rod Smith,1.5,0.15000000000000002,NA
RB,Ronnie Hillman,72.7,6.609090909090909,3.9
RB,Ryan Mathews,80.39999999999999,7.309090909090909,4.9
RB,Shane Vereen,0.0,0.0,0.0
RB,Shaun Draughn,25.0,2.5,12.8
RB,Silas Redd,0.0,0.0,0.0
RB,Spencer Ware,65.6,5.963636363636364,18.1
RB,Stepfan Taylor,0.6,0.06,0.6
RB,T.J. Yeldon,87.1,7.918181818181818,12.2
RB,Taiwan Jones,4.9,0.49,0.3
RB,Terrance West,41.1,4.11,5.2
RB,Terrell Watson,0.0,0.0,0.0
RB,Terron Ward,0.0,0.0,0.0
RB,Tevin Coleman,64.4,6.44,17.1
RB,Theo Riddick,80.7,7.336363636363637,0.0
RB,Thomas Rawls,135.9,12.354545454545455,0.0
RB,Tim Hightower,73.4,6.672727272727273,2.1
RB,Todd Gurley,121.4,12.14,15.8
RB,Tra Carson,0.0,0.0,0.0
RB,Travaris Cadet,40.1,3.6454545454545455,1.5
RB,Tre Madden,0.0,0.0,0.0
RB,Tre Mason,0.0,0.0,0.0
RB,Troymaine Pope,24.9,2.49,1.1
RB,Tyler Ervin,15.8,1.58,0.8
RB,Tyler Gaffney,0.0,0.0,0.0
RB,Wendell Smallwood,43.7,3.9727272727272727,2.9
RB,Will Johnson,0.0,0.0,0.0
RB,Zac Brooks,0.0,0.0,0.0
RB,Zach Line,3.7,0.33636363636363636,0.3
RB,Zach Zenner,17.2,1.72,17.2
TE,Anthony Fasano,15.9,3.18,6.9
TE,Antonio Gates,68.0,6.8,3.6
TE,Austin Hooper,24.4,2.44,7.0
TE,Austin Seferian,1.8,1.8,NA
TE,Blake Bell,8.4,2.8000000000000003,NA
TE,Brandon Myers,10.3,2.06,1.2
TE,Brent Celek,32.8,2.981818181818182,1.1
TE,C.J. Fiedorowicz,5.4,1.35,2.9
TE,C.J. Uzomah,49.9,4.536363636363636,8.8
TE,Cameron Brate,48.8,4.066666666666666,3.9
TE,Charles Clay,41.8,3.4833333333333334,4.0
TE,Chase Coffman,1.9,1.9,1.9
TE,Clay Harbor,7.3,3.65,NA
TE,Clive Walford,38.4,3.84,9.1
TE,Coby Fleener,51.9,4.325,4.1
TE,Cole Wick,11.2,2.8,8.6
TE,Crockett Gillmore,18.9,1.89,1.3
TE,Darren Fells,33.4,3.036363636363636,1.7
TE,David Morgan,6.6,6.6,NA
TE,Delanie Walker,77.0,7.7,5.4
TE,Demetrius Harris,13.7,6.85,6.9
TE,Dennis Pitta,61.1,6.11,4.0
TE,Dion Sims,12.7,1.411111111111111,NA
TE,Dwayne Allen,34.6,3.8444444444444446,NA
TE,Ed Dickson,3.4000000000000004,0.8500000000000001,NA
TE,Eric Ebron,50.9,5.655555555555556,NA
TE,Garrett Celek,12.8,1.28,1.4
TE,Gary Barnidge,63.8,6.38,5.1
TE,Greg Olsen,76.7,7.67,NA
TE,Hunter Henry,10.8,1.542857142857143,4.8
TE,Jack Doyle,32.4,3.2399999999999998,2.1
TE,Jacob Tamme,54.4,5.44,3.0
TE,Jared Cook,0.0,0.0,NA
TE,Jason Witten,64.7,6.47,NA
TE,Jeff Heuerman,9.7,2.425,NA
TE,Jerell Adams,0.7,0.7,NA
TE,Jermaine Gresham,14.5,1.8125,7.6
TE,Jesse James,34.7,3.1545454545454548,2.6
TE,Jimmy Graham,93.0,8.454545454545455,12.4
TE,John Phillips,6.8,6.8,NA
TE,Jordan Cameron,32.0,3.555555555555556,NA
TE,Jordan Reed,91.6,9.16,11.9
TE,Josh Hill,8.2,2.7333333333333334,NA
TE,Julius Thomas,64.0,5.818181818181818,10.5
TE,Kyle Rudolph,60.8,5.066666666666666,4.1
TE,Lance Kendricks,33.4,3.34,2.7
TE,Larry Donnell,48.4,4.033333333333333,7.7
TE,Levine Toilolo,7.0,7.0,7.0
TE,Luke Willson,17.8,1.78,NA
TE,Marcedes Lewis,30.7,2.790909090909091,7.4
TE,MarQueis Gray,1.6,1.6,1.6
TE,Martellus Bennett,33.5,3.35,9.1
TE,Maxx Williams,0.0,0.0,NA
TE,Mychal Rivera,21.6,2.16,1.2
TE,Niles Paul,7.8,3.9,NA
TE,Richard Rodgers,35.8,3.2545454545454544,9.3
TE,Rob Gronkowski,93.6,9.36,6.5
TE,Ryan Griffin,29.4,2.94,2.5
TE,Sean McGrath,8.2,2.7333333333333334,NA
TE,Stephen Anderson,17.2,1.72,1.1
TE,Travis Kelce,68.9,6.263636363636364,4.4
TE,Trey Burton,11.1,1.009090909090909,1.3
TE,Tyler Eifert,7.4,3.7,NA
TE,Tyler Higbee,7.3999999999999995,3.6999999999999997,NA
TE,Tyler Kroft,1.2,1.2,1.2
TE,Vance McDonald,40.3,4.03,2.4
TE,Vernon Davis,9.100000000000001,4.550000000000001,8.3
TE,Virgil Green,23.900000000000002,2.39,7.9
TE,Will Tye,33.3,3.0272727272727273,3.0
TE,Xavier Grimble,8.6,2.8666666666666667,NA
TE,Zach Ertz,83.9,7.627272727272727,11.1
TE,Zach Miller,45.8,4.58,3.5
WR,A.J. Green,102.8,10.28,7.4
WR,Aaron Burbridge,15.799999999999999,1.58,0.7
WR,Adam Humphries,57.0,5.181818181818182,4.3
WR,Adam Thielen,44.8,4.072727272727272,10.1
WR,Albert Wilson,44.4,4.036363636363636,3.7
WR,Aldrick Robinson,15.200000000000001,1.52,1.1
WR,Alex Erickson,15.1,1.51,0.7
WR,Allen Hurns,83.6,7.6000000000000005,12.1
WR,Allen Robinson,117.0,10.636363636363637,13.2
WR,Alshon Jeffery,106.1,10.61,13.1
WR,Amari Cooper,84.6,8.459999999999999,13.2
WR,Andre Holmes,16.1,1.6099999999999999,1.2
WR,Andre Johnson,22.3,2.23,2.5
WR,Andre Roberts,12.5,1.25,1.0
WR,Andrew Hawkins,27.3,2.73,3.2
WR,Andy Jones,0.0,0.0,NA
WR,Anquan Boldin,76.3,7.63,11.1
WR,Antonio Brown,137.2,11.433333333333334,8.2
WR,Bennie Fowler,22.5,2.25,7.6
WR,Bradley Marquez,16.3,1.63,0.9
WR,Brandin Cooks,89.9,8.172727272727272,6.9
WR,Brandon Coleman,34.0,3.090909090909091,1.9
WR,Brandon LaFell,70.1,6.372727272727273,10.1
WR,Brandon Marshall,91.4,9.14,12.8
WR,Brandon Tate,1.1,0.11,0.2
WR,Braxton Miller,43.9,4.39,2.4
WR,Brenton Bersin,12.9,1.29,NA
WR,Breshad Perriman,40.9,4.09,9.1
WR,Brian Quick,41.5,4.15,9.7
WR,Brice Butler,18.8,1.88,NA
WR,Brittan Golden,0.0,0.0,0.0
WR,Bruce Ellington,0.0,0.0,0.0
WR,Bryce Treggs,23.3,2.118181818181818,1.5
WR,Cameron Meredith,12.9,1.29,12.9
WR,Cecil Shorts,37.6,3.418181818181818,2.1
WR,Charles Johnson,29.0,2.6363636363636362,0.6
WR,Charone Peake,7.6,0.76,7.6
WR,Chester Rogers,26.2,2.62,8.2
WR,Chris Conley,37.7,3.4272727272727272,3.4
WR,Chris Harper,0.0,0.0,0.0
WR,Chris Hogan,40.7,4.07,3.5
WR,Chris Matthews,0.0,0.0,0.0
WR,Chris Moore,11.8,1.18,0.8
WR,Cobi Hamilton,0.0,0.0,0.0
WR,Cody Core,0.0,0.0,0.0
WR,Cody Latimer,6.2,0.62,0.6
WR,Cole Beasley,73.3,6.663636363636363,NA
WR,Cordarrelle Patterson,4.9,0.4454545454545455,1.8
WR,Corey Brown,46.0,4.6,NA
WR,Corey Coleman,30.7,3.07,0.0
WR,Corey Fuller,0.0,0.0,0.0
WR,Daniel Braverman,0.0,0.0,0.0
WR,Daniel Brown,0.0,0.0,0.0
WR,Danny Amendola,58.2,5.82,3.5
WR,Darius Jennings,0.0,0.0,0.0
WR,Darren Waller,0.4,0.4,0.4
WR,Darrius Heyward,21.9,2.19,7.0
WR,Davante Adams,74.39999999999999,6.763636363636364,3.9
WR,David NelsonIR   ,0.0,0.0,0.0
WR,De'Anthony Thomas,28.9,2.6272727272727274,2.1
WR,DeAndre Hopkins,112.3,11.23,6.4
WR,DeAndre Smelter,0.0,0.0,NA
WR,DeMarcus Ayers,0.0,0.0,0.0
WR,Demarcus Robinson,0.0,0.0,0.0
WR,Demaryius Thomas,90.5,9.05,12.8
WR,Deonte Thompson,12.899999999999999,1.29,9.2
WR,DeSean Jackson,73.7,7.37,5.0
WR,DeVante Parker,96.9,8.809090909090909,11.1
WR,Devin Fuller,0.0,0.0,0.0
WR,Devin Funchess,46.7,4.67,NA
WR,Devin Hester,4.0,0.4,0.2
WR,Devin Lucien,0.0,0.0,0.0
WR,Devin Smith,0.0,0.0,NA
WR,Devin Street,13.4,1.34,0.7
WR,Devon Cajuste,0.0,0.0,0.0
WR,Dez Bryant,82.1,8.21,NA
WR,Dezmin Lewis,0.0,0.0,0.0
WR,Donte Moncrief,0.0,0.0,0.0
WR,Donteea Dye,7.6,0.6909090909090909,7.6
WR,Dontrelle Inman,38.9,3.89,3.5
WR,Dorial Green,59.1,5.372727272727273,9.6
WR,Doug Baldwin,114.9,10.445454545454545,12.4
WR,Dwayne Harris,25.4,2.54,0.5
WR,Eddie Royal,0.0,0.0,0.0
WR,Eli Rogers,22.900000000000002,2.29,1.8
WR,Emmanuel Sanders,88.2,8.82,6.3
WR,Eric Decker,0.0,0.0,0.0
WR,Eric Rogers,0.0,0.0,0.0
WR,Eric Weems,1.5,0.15000000000000002,0.1
WR,Frankie Hammond,0.0,0.0,0.0
WR,Geremy Davis,0.0,0.0,0.0
WR,Geronimo Allison,0.0,0.0,0.0
WR,Golden Tate,55.5,5.55,5.6
WR,Greg Salas,0.0,0.0,0.0
WR,Griff Whalen,19.3,1.93,0.8
WR,Harry Douglas,26.9,2.69,1.8
WR,Isaac Fruechte,0.0,0.0,0.0
WR,Isaiah Burse,0.0,0.0,0.0
WR,J.D. McKissic,0.0,0.0,0.0
WR,J.J. Nelson,25.4,2.54,7.5
WR,Jace Billingsley,0.0,0.0,0.0
WR,Jaelen Strong,20.8,2.08,8.0
WR,Jake Kumerow,0.0,0.0,0.0
WR,Jakeem Grant,6.8,0.6799999999999999,0.5
WR,Jalen SaundersSUS   ,0.0,0.0,0.0
WR,Jalin Marshall,19.1,1.9100000000000001,4.0
WR,James Wright,20.7,2.07,0.8
WR,Jamison Crowder,54.5,5.45,4.2
WR,Jared Abbrederis,0.0,0.0,0.0
WR,Jarius Wright,1.7,1.7,1.7
WR,Jaron Brown,11.6,1.16,1.4
WR,Jarvis Landry,109.1,10.91,13.9
WR,Javontee Herndon,0.0,0.0,0.0
WR,Jeff Janis,26.0,2.3636363636363638,7.1
WR,Jeremy Butler,0.0,0.0,0.0
WR,Jeremy Kerley,54.4,5.44,11.4
WR,Jeremy Maclin,78.0,7.090909090909091,5.7
WR,Jermaine Kearse,71.8,6.527272727272727,3.6
WR,John Brown,63.7,6.37,4.3
WR,Jordan Matthews,107.7,9.790909090909091,11.8
WR,Jordan Norwood,32.2,3.22,8.3
WR,Jordan Payton,0.7,0.06999999999999999,0.7
WR,Jordy Nelson,110.5,10.045454545454545,12.6
WR,Josh Bellamy,12.6,1.26,0.4
WR,Josh Boyce,0.0,0.0,0.0
WR,Josh Doctson,16.2,1.6199999999999999,0.0
WR,Josh Gordon,0.0,0.0,0.0
WR,Josh Huff,39.199999999999996,3.5636363636363635,2.2
WR,Julian Edelman,82.8,8.28,5.6
WR,Julio Jones,144.8,14.48,16.3
WR,Justin Blackmon,0.0,0.0,0.0
WR,Justin BrownIR   ,0.0,0.0,0.0
WR,Justin Hardy,54.099999999999994,5.41,1.6
WR,Justin Hunter,42.2,3.8363636363636364,3.6
WR,Kaelin Clay,0.0,0.0,0.0
WR,Kamar Aiken,44.6,4.46,2.3
WR,Keenan Allen,0.0,0.0,0.0
WR,Keenan Reynolds,0.0,0.0,0.0
WR,Keith Mumphery,5.1,0.51,0.4
WR,Kelvin Benjamin,86.7,8.67,NA
WR,Kendall Wright,4.4,4.4,4.4
WR,Kenny Bell,0.0,0.0,0.0
WR,Kenny Britt,84.3,8.43,12.5
WR,Kenny Lawler,0.0,0.0,0.0
WR,Kenny Stills,41.800000000000004,4.18,3.4
WR,Keshawn Martin,0.8,0.08,0.8
WR,Kevin Norwood,0.0,0.0,0.0
WR,Kevin White,0.0,0.0,NA
WR,Keyarris Garrett,0.0,0.0,NA
WR,Kolby Listenbee,0.0,0.0,0.0
WR,Laquon Treadwell,19.6,1.7818181818181817,0.7
WR,Larry Fitzgerald,98.1,8.918181818181818,12.8
WR,LaVon BrazillSUS   ,0.0,0.0,0.0
WR,Leonte Carroo,14.3,1.4300000000000002,0.5
WR,Lestar JeanIR   ,0.0,0.0,0.0
WR,Louis Murphy,0.0,0.0,0.0
WR,Lucky Whitehead,4.1,0.41000000000000003,NA
WR,Malcolm Mitchell,20.5,2.05,1.0
WR,Marc Mariani,13.8,1.3800000000000001,0.3
WR,Marcus Easley,0.0,0.0,0.0
WR,Markus Wheaton,50.0,5.0,3.4
WR,Marqise Lee,44.8,4.072727272727272,10.1
WR,Marquez North,0.0,0.0,0.0
WR,Marquise Goodwin,34.9,3.4899999999999998,3.2
WR,Martavis Bryant,0.0,0.0,0.0
WR,Marvin Jones,95.6,9.56,12.4
WR,Matthew Slater,1.4000000000000001,0.14,0.1
WR,Michael Crabtree,79.6,7.96,12.0
WR,Michael Floyd,68.7,6.87,12.0
WR,Michael Thomas,77.6,7.054545454545455,6.0
WR,Mike Evans,129.5,11.772727272727273,7.9
WR,Mike Thomas,16.0,1.6,0.7
WR,Mike Wallace,73.2,6.654545454545454,4.3
WR,Mohamed Sanu,60.4,6.04,9.8
WR,Moritz Boehringer,0.0,0.0,0.0
WR,Nelson Agholor,53.7,4.881818181818182,3.3
